id,name,chain,category,type,github,twitter,oracles,project_count
2200,ION DAO,Osmosis,Synthetics,Asset Management,[many-things],_IONDAO,[],1
526,Zabu Finance,Avalanche,Yield Aggregator,Asset Management,,zabufinance,,1
2843,Sovryn Lend,RSK,Lending,"Lending, Borrowing & Real World Assets",,SovrynBTC,[],1
1511,Seedify,Binance,Launchpad,"Infrastructure, Services & Financial Products",[Seedifyfund],SeedifyFund,[],1
2981,Kwenta,Optimism,Derivatives,Trading & Exchanges,[Kwenta],Kwenta_io,[],1
1798,TFM,Terra,Dexes,Trading & Exchanges,,tfm_com,[],1
3083,Penpie,Ethereum,Yield,Asset Management,,Penpiexyz_io,[],1
2660,Spin Perps,Near,Derivatives,Trading & Exchanges,,spin_fi,[],1
1864,Team Finance,Ethereum,Launchpad,"Infrastructure, Services & Financial Products",[team-finance],TeamFinance_,[],1
3218,Swaap V2,Ethereum,Services,"Infrastructure, Services & Financial Products",,SwaapFinance,[],1
1667,Solv Protocol V2,Ethereum,RWA,"Lending, Borrowing & Real World Assets",,SolvProtocol,[],1
2161,PowerSwap,EthereumPoW,Dexes,Trading & Exchanges,,PowerSwapPOW,[],1
2918,DebtDAO,Ethereum,Lending,"Lending, Borrowing & Real World Assets",[debtdao],debtdao,[],1
2463,WYND DEX,Juno,Dexes,Trading & Exchanges,,wynddao,[],1
1298,Axion,Polygon,Yield,Asset Management,[Axion-Network],axion_network,,1
2815,Holdr,Aurora,Dexes,Trading & Exchanges,[holdr-fi],HoldrFi,[],1
1541,Portal,Solana,Bridge,Trading & Exchanges,[wormhole-foundation],portalbridge_,[],1
3180,zkSwap Finance,zkSync Era,Dexes,Trading & Exchanges,[l2labs],zkSwap_finance,[],1
2586,Equilibre,Kava,Dexes,Trading & Exchanges,,EquilibreAMM,[],1
2214,BridgeKek,Kekchain,Bridge,Trading & Exchanges,,,[],1
1297,BloXmove,Binance,Services,"Infrastructure, Services & Financial Products",,BloXmove,,1
2404,cSwap,Comdex,Dexes,Trading & Exchanges,,cSwap_DEX,[],1
3555,Radpie,Arbitrum,Yield,Asset Management,,Radpiexyz_io,[],1
515,Wrap Protocol,Tezos,Synthetics,Asset Management,,Wrap_Protocol,,1
1225,VoltSwap,Meter,Dexes,Trading & Exchanges,,Meter_IO,[],1
2577,Sharky Swap,Arbitrum,Dexes,Trading & Exchanges,,SharkySwapFi,[],1
3537,THENA ALPHA,Binance,Derivatives,Trading & Exchanges,,ThenaFi_,[],1
2022,MetaStreet V1,Ethereum,Lending,"Lending, Borrowing & Real World Assets",,metastreetxyz,[],1
2611,Balancer V2,Ethereum,Dexes,Trading & Exchanges,,BalancerLabs,,1
2921,Blur Lending,Ethereum,NFT Lending,"Lending, Borrowing & Real World Assets",,blur_io,[],1
1252,Luminous Finance,Tron,Dexes,Trading & Exchanges,,LumiToken,,1
1958,Parallel Liquid Staking,Parallel,Liquid Staking,Asset Management,,ParallelFi,,1
3387,Bryan on Base,Base,Farm,"Infrastructure, Services & Financial Products",,bryanonbase,[],1
3095,Sudoswap V2,Ethereum,NFT Marketplace,Trading & Exchanges,,sudoswap,[],1
1338,Warp,Polygon,Reserve Currency,Asset Management,,WarpBond,,1
1976,DogeSwapOrg,Dogechain,Dexes,Trading & Exchanges,,DogeSwapOrg,[],1
3378,Basetrade,Base,Derivatives,Trading & Exchanges,,basetrade_xyz,[Chainlink],1
941,UniPower,Ethereum,Yield,Asset Management,,UniPowerToken,,1
1080,XUSD Money,Ethereum,Algo-Stables,Asset Management,,xusd_stable,,1
291,Integral,Ethereum,Dexes,Trading & Exchanges,[IntegralHQ],IntegralHQ,,1
1488,DMD Finance,EOS,Yield,Asset Management,,Dmd_Finance,[],1
287,0.exchange,Avalanche,Dexes,Trading & Exchanges,,OfficialZeroDEX,[Chainlink],1
3073,Predy V2,Arbitrum,Derivatives,Trading & Exchanges,,predyfinance,[Chainlink],1
3411,PixelSwap,Base,Dexes,Trading & Exchanges,,PixelSwapFi,[],1
2054,Aurora Plus,Aurora,Services,"Infrastructure, Services & Financial Products",,auroraisnear,[],1
414,TreeDefi,Binance,Yield,Asset Management,,treedefi,,1
824,Euphoria,Harmony,Reserve Currency,Asset Management,,EuphoriaMoney,,1
3193,stUSDT,Tron,RWA,"Lending, Borrowing & Real World Assets",,stusdt,[],1
691,JustStables,Tron,CDP,"Lending, Borrowing & Real World Assets",,DeFi_JUST,[WINkLink],1
2074,Yupana,Tezos,Lending,"Lending, Borrowing & Real World Assets",,YupanaFinance,"[Harbinger, Acurast]",1
855,Risq Protocol,Binance,Options,Trading & Exchanges,,risqprotocol,[Chainlink],1
3369,Bounce Finance,Ethereum,Launchpad,"Infrastructure, Services & Financial Products",,bounce_finance,[Chainlink],1
2293,Bitmex,Ethereum,CEX,Trading & Exchanges,,BitMEX,,1
2559,Alongside,Ethereum,Indexes,"Infrastructure, Services & Financial Products",,alongsidefi,[0x],1
3547,Fastex,Ethereum,CEX,Trading & Exchanges,,,[],1
554,StormSwap,Avalanche,Yield,Asset Management,[Storm224],StormSwap_Fi,,1
2324,Jexchange,Elrond,Dexes,Trading & Exchanges,,jexchangeP2P,[],1
1513,Zomb2 Finance,Fantom,Algo-Stables,Asset Management,,ZombiFinance,[],1
243,Flamincome,Ethereum,Yield Aggregator,Asset Management,[flamincome],flamincome,,1
689,Kalata,Binance,Synthetics,Asset Management,[kalata-io],KalataOfficial,,1
727,ScareCrow Finance,Fantom,Yield,Asset Management,,scarecrowdefi,,1
1874,Lending Pond,Cardano,Lending,"Lending, Borrowing & Real World Assets",,lendingpond_ada,[],1
3600,CockFights Game,TON,Gaming,"Infrastructure, Services & Financial Products",,Cock_Fights,[],1
3425,Scallop Pool,Solana,Services,"Infrastructure, Services & Financial Products",,Scallop_io,[],1
927,Pidao Finance,Binance,Reserve Currency,Asset Management,,PIDAOFinance,,1
1714,0x NODES,Ethereum,Yield Aggregator,Asset Management,[0xNODES],0x_nodes,[Coingecko],1
2974,Extra Finance,Optimism,Leveraged Farming,"Lending, Borrowing & Real World Assets",,extrafi_io,"[TWAP, Chainlink]",1
1501,Octus Bridge,Everscale,Bridge,Trading & Exchanges,[broxus],OctusBridge,[],1
2711,Void,Fantom,Yield,Asset Management,,VoidToken_fi,[],1
1925,Midas Capital,Binance,Lending,"Lending, Borrowing & Real World Assets",,MidasCapitalxyz,"[Chainlink, DIA]",1
1413,Savanna Finance,Cronos,Algo-Stables,Asset Management,,MMFcrypto,[],1
1253,HakuSwap,Avalanche,Dexes,Trading & Exchanges,,HakuSwap,,1
163,ForTube,Ethereum,Lending,"Lending, Borrowing & Real World Assets",[thefortube],ForTubeFi,,1
1302,SundaeSwap,Cardano,Dexes,Trading & Exchanges,[SundaeSwap-finance],SundaeSwap,,1
908,Knit Finance,Ethereum,Bridge,Trading & Exchanges,[KnitFinance],KnitFinance,"[Internal, DIA]",1
2807,MatrixDock,Ethereum,RWA,"Lending, Borrowing & Real World Assets",,,[],1
1827,SaharaDAO,Cronos,Algo-Stables,Asset Management,,SaharaDao,[Chainlink],1
1528,Blindex,RSK,Algo-Stables,Asset Management,,BlinDEXio,[Internal],1
2169,BabyDogeSwap,Binance,Dexes,Trading & Exchanges,,BabyDogeCoin,[],1
1654,Scrub,Cronos,Algo-Stables,Asset Management,,ScrubMoneyDefi,[TWAP],1
1825,Nirvana,Solana,CDP,"Lending, Borrowing & Real World Assets",,nirvana_fi,[Switchboard],1
3630,Factor Leverage Vault,Arbitrum,Leveraged Farming,"Lending, Borrowing & Real World Assets",,FactorDAO,[],1
1287,Crafting Finance,Ethereum,Synthetics,Asset Management,,CraftingFinance,,1
2271,Magpie,Binance,Yield,Asset Management,,magpiexyz_io,[],1
3154,AVNU,Starknet,Dexes,Trading & Exchanges,[avnu-labs],avnu_fi,[],1
3400,duckpools,Ergo,Lending,"Lending, Borrowing & Real World Assets",[duckpools],duckpools_io,[],1
220,Vesper,Ethereum,Yield Aggregator,Asset Management,[vesperfi],VesperFi,[Chainlink],1
441,Pylon Protocol,Terra,Yield,Asset Management,,pylon_protocol,,1
2510,DAM Finance,Ethereum,CDP,"Lending, Borrowing & Real World Assets",,DAM_Finance,[],1
3010,zkSwap Era,zkSync Era,Dexes,Trading & Exchanges,,zkswap_official,,1
3624,Voltage StableSwap,Fuse,Dexes,Trading & Exchanges,,voltfinance,[],1
500,StakeSteak,Fantom,Yield,Asset Management,,stake_steak,,1
2618,OasisSwap,Arbitrum,Dexes,Trading & Exchanges,,OasisSwapDEX,[],1
1115,Tectonic,Cronos,Lending,"Lending, Borrowing & Real World Assets",,TectonicFi,,1
748,MistSwap,smartBCH,Dexes,Trading & Exchanges,,mistswapdex,,1
845,Axial,Avalanche,Dexes,Trading & Exchanges,,AxialDeFi,,1
516,Qubit,Binance,Lending,"Lending, Borrowing & Real World Assets",[PancakeBunny-finance],QubitFin,[Chainlink],1
1914,Pony Finance,Ethereum,Indexes,"Infrastructure, Services & Financial Products",,PonyFinance,[],1
849,Capital DAO,Ethereum,Services,"Infrastructure, Services & Financial Products",,Capital_DAO_P,,1
2917,Structured LSD,Ethereum,Yield,Asset Management,,SLSDFinance,[],1
314,Gondola Finance,Avalanche,Dexes,Trading & Exchanges,,gondola_finance,,1
2737,Dexter,Persistence,Dexes,Trading & Exchanges,,dexter_zone,[],1
2398,Opyn Convexity,Ethereum,Options,Trading & Exchanges,,opyn_,[],1
385,Meteora pools,Solana,Dexes,Trading & Exchanges,,MeteoraAG,,1
136,Rari Capital,Ethereum,Yield Aggregator,Asset Management,[Rari-Capital],RariCapital,[Chainlink],1
3566,Friend3,Binance,SoFi,Others,,Friend3AI,[],1
1533,LIFE,Fantom,Farm,"Infrastructure, Services & Financial Products",,DefiFatfire,[],1
1649,Milky Cow,Milkomeda,Algo-Stables,Asset Management,,TheMilkyCow,[],1
1904,MMO Finance,Ethereum,NFT Lending,"Lending, Borrowing & Real World Assets",,mmo_finance,[],1
3322,Synthswap V2,Base,Dexes,Trading & Exchanges,,synthswapio,[],1
234,Notional,Ethereum,Lending,"Lending, Borrowing & Real World Assets",[notional-finance],NotionalFinance,,1
333,O3 Swap,PolyNetwork,Cross Chain,Trading & Exchanges,[O3Labs],O3_Labs,,1
3297,wagmi sh,Optimism,Services,"Infrastructure, Services & Financial Products",[wagmi-dev],wagmi_sh,[],1
903,MiniSwap,Ethereum,Dexes,Trading & Exchanges,,Mini_Swap,,1
1087,Algofi Lend,Algorand,Lending,"Lending, Borrowing & Real World Assets",,algofiorg,[TWAP],1
1056,Redacted Protocol,Ethereum,Yield,Asset Management,,redactedcartel,,1
3523,XBased,Base,Dexes,Trading & Exchanges,[xbased-xyz],xbased_xyz,[],1
3274,DYAD,Ethereum,CDP,"Lending, Borrowing & Real World Assets",,0xDYAD,[],1
1754,CatsLuck,smartBCH,Prediction Market,"Infrastructure, Services & Financial Products",,CashCatsBCH,[],1
3583,Ancora Finance,Linea,Dexes,Trading & Exchanges,,AncoraFinance,[],1
3527,BlazeBot,Ethereum,Services,"Infrastructure, Services & Financial Products",,Blazebot_io,[],1
1139,Tethys AMM,Metis,Dexes,Trading & Exchanges,,tethysfinance,,1
3167,Quasar Vaults,Quasar,Yield,Asset Management,[quasar-finance],QuasarFi,,1
2160,SuperBots,Binance,Services,"Infrastructure, Services & Financial Products",,SuperBots_Fi,[],1
437,Guard-Helmet,Polygon,Insurance,"Infrastructure, Services & Financial Products",[app-helmet-insure],Helmet_insure,,1
2357,Roe Finance,Ethereum,Lending,"Lending, Borrowing & Real World Assets",[RoeFinance],RoeFinance,[Chainlink],1
1628,SingularityDAO,Ethereum,Yield,Asset Management,[Singularity-DAO],SingularityDao,[Coinmarketcap],1
1496,Grave Finance,Avalanche,Algo-Stables,Asset Management,,gravefinance,[],1
379,Cardstarter,Ethereum,Launchpad,"Infrastructure, Services & Financial Products",,CardStarter,[Chainlink],1
1220,KillSwitch,Binance,Yield Aggregator,Asset Management,,KillSwitch_Defi,"[Chainlink, Nest]",1
1514,Granary Finance,Fantom,Lending,"Lending, Borrowing & Real World Assets",[The-Granary],GranaryFinance,[Chainlink],1
2876,SFT Protocol,Filecoin,Liquid Staking,Asset Management,,SFTProtocol,[],1
1855,Klap,Klaytn,Lending,"Lending, Borrowing & Real World Assets",,klapfinance,[TWAP],1
2433,Inverse Finance FiRM,Ethereum,CDP,"Lending, Borrowing & Real World Assets",,InverseFinance,[Chainlink],1
650,Augmented Finance,Ethereum,Lending,"Lending, Borrowing & Real World Assets",[augmented-finance],augmentedfin,[Chainlink],1
1614,0vix,Polygon,Lending,"Lending, Borrowing & Real World Assets",[0Vix],0vixProtocol,,1
2686,Factor V1,Arbitrum,Indexes,"Infrastructure, Services & Financial Products",,FactorDAO,[DIA],1
3168,Foundation,Ethereum,NFT Marketplace,Trading & Exchanges,,foundation,,1
466,Vanilla,Ethereum,Derivatives,Trading & Exchanges,,VanillaDeFi,,1
718,Alium Swap,Binance,Dexes,Trading & Exchanges,[Alium-Finance],AliumSwap,,1
3111,PlsPrint,Pulse,Staking Pool,"Infrastructure, Services & Financial Products",,PlsPrintLol,[],1
1393,Basis Markets,Solana,Dexes,Trading & Exchanges,,basismarkets,[],1
2421,Revoluzion,Binance,Services,"Infrastructure, Services & Financial Products",,RevoluzionEco,[],1
317,HyperJump,Fantom,Dexes,Trading & Exchanges,[HyperJump-DeFi],Hyperjump_fi,,1
1601,WingRiders,Cardano,Dexes,Trading & Exchanges,[WingRiders],wingriderscom,[],1
2733,Citrus,Solana,NFT Lending,"Lending, Borrowing & Real World Assets",,FamousFoxFed,[],1
2025,stCELO,Celo,Liquid Staking,Asset Management,,cLabs,[],1
2347,RBX,Ethereum,Dexes,Trading & Exchanges,,RBXtoken,[],1
3285,Teahouse Managed,Ethereum,Yield Aggregator,Asset Management,,TeahouseFinance,[],1
1803,Gaur Money,Cronos,Algo-Stables,Asset Management,,GaurMoney,[],1
1475,MahaDAO Arth,Polygon,CDP,"Lending, Borrowing & Real World Assets",,TheMahaDAO,[Chainlink],1
3122,MonoLend,Polygon,Lending,"Lending, Borrowing & Real World Assets",,Mono_Lend,[],1
1284,Paladin DAO,Binance,Reserve Currency,Asset Management,,DaoPaladin,,1
2716,Kokomo Finance,Arbitrum,Lending,"Lending, Borrowing & Real World Assets",,KokomoFinance,[Chainlink],1
502,Coinwind,Heco,Yield,Asset Management,,coinwind_com,,1
1595,RubikFarm,Binance,Farm,"Infrastructure, Services & Financial Products",,RubikFarm,[],1
3161,Themis Staking,Filecoin,Reserve Currency,Asset Management,,Themis_Pro,,1
1755,Spartacus Exchange,Fantom,Dexes,Trading & Exchanges,,Spartacus_Fi,[],1
1062,Chest Finance,Solana,Options Vault,Trading & Exchanges,,chestfinance,[Pyth],1
2812,Forge SX Trade,Arbitrum,Dexes,Trading & Exchanges,,forge_sx,[],1
916,Pika,Optimism,Derivatives,Trading & Exchanges,,PikaProtocol,"[Chainlink, Pyth]",1
2895,SMBSwap V3,Binance,Dexes,Trading & Exchanges,,smbswap,[],1
1320,Railgun,Ethereum,Privacy,Privacy & Security,"[Railgun-Privacy, Railgun-Community]",railgun_project,,1
1119,Coup Farm,Avalanche,Yield,Asset Management,,CoupFarm,,1
803,Ottopia,Polygon,Yield,Asset Management,[OtterClam],otterclam,,1
3441,Autotronic,Base,Dexes,Trading & Exchanges,[AutoTronicProject],autotronicbase,[],1
204,Alchemix,Ethereum,Synthetics,Asset Management,[alchemix-finance],AlchemixFi,[],1
3278,Whale Game,Ethereum,Prediction Market,"Infrastructure, Services & Financial Products",,TheWhaleGame,[],1
2494,ReHold V1,Binance,Yield,Asset Management,,rehold_io,[],1
447,Illuvium,Ethereum,Gaming,"Infrastructure, Services & Financial Products",,illuviumio,,1
543,CherrySwap,OKExChain,Dexes,Trading & Exchanges,[cherryswapnet],CherryswapNet,,1
1643,ChampagneSwap,Binance,Dexes,Trading & Exchanges,,champagnedefi,[],1
3650,DX25,Elrond,Dexes,Trading & Exchanges,,DX25Labs,[],1
835,Suterusu,Ethereum,Services,"Infrastructure, Services & Financial Products",,suterusu_io,,1
887,SwapperChan,Boba,Dexes,Trading & Exchanges,,SwapperChan,,1
1952,Lofty,Algorand,RWA,"Lending, Borrowing & Real World Assets",,lofty_ai,[],1
605,Telos Swap,Telos,Dexes,Trading & Exchanges,[Telos-Swaps],,,1
3560,TProtocol V2,Ethereum,RWA,"Lending, Borrowing & Real World Assets",,TProtocol_,[],1
971,NFTb,Binance,Yield,Asset Management,[nftbmarket],nftbmarket,,1
2690,WYND LSD,Juno,Liquid Staking,Asset Management,,wynddao,[],1
940,Soda Protocol,Solana,Lending,"Lending, Borrowing & Real World Assets",,SodaProtocol,"[Chainlink, Pyth, Switchboard]",1
2978,ProtossDex,Starknet,Dexes,Trading & Exchanges,,ProtossDEX,[],1
3189,Konverter,WEMIX,Dexes,Trading & Exchanges,,Konverter_,"[TWAP, Chainlink]",1
1840,Sushi Kashi,Ethereum,Lending,"Lending, Borrowing & Real World Assets",,SushiSwap,[Chainlink],1
1180,Liquidrium,Ethereum,Yield,Asset Management,,,,1
485,TendieSwap,Binance,Dexes,Trading & Exchanges,,tendie_swap,,1
3404,ABEx Finance,Sui,Derivatives,Trading & Exchanges,[abex-finance],ABExFinance,[Pyth],1
2540,Megaton Finance,TON,Dexes,Trading & Exchanges,,Megaton_Fi,[],1
2113,Wojak Finance,Dogechain,Dexes,Trading & Exchanges,,wojakfi,[],1
1306,ProtoFi,Fantom,Dexes,Trading & Exchanges,,ProtoFiProtocol,,1
3225,HOPE Swap,Ethereum,Dexes,Trading & Exchanges,,Hope_money_,[],1
1505,Floor Dao,Ethereum,Reserve Currency,Asset Management,,FloorDAO,[],1
2072,Polyo Exchange,Binance,Dexes,Trading & Exchanges,,PolyOpt,[],1
1490,Demodyfi,Binance,Dexes,Trading & Exchanges,[Demodyfi],Demodyfi,[Internal],1
120,Instadapp,Ethereum,Services,"Infrastructure, Services & Financial Products",[InstaDApp],Instadapp,,1
1835,Tangent,Hedera,Dexes,Trading & Exchanges,,Tangent_Finance,[],1
1584,Valas Finance,Binance,Lending,"Lending, Borrowing & Real World Assets",,ValasFinance,[Chainlink],1
2682,Dogewhale,Binance,Reserve Currency,Asset Management,,d0gewhale,[],1
3244,One Dex,Elrond,Dexes,Trading & Exchanges,,OneDex_X,[],1
1842,Kasava Dex,Kava,Dexes,Trading & Exchanges,,Kasava_dex,[TWAP],1
3531,Mozaic,Arbitrum,Yield,Asset Management,,Mozaic_Fi,[],1
2501,Aragon,Ethereum,Services,"Infrastructure, Services & Financial Products","[aragon, aragonzkresearch]",AragonProject,[],1
1858,Fringe,Ethereum,Lending,"Lending, Borrowing & Real World Assets",,fringefinance,[Chainlink],1
1495,Zappy,Telos,Dexes,Trading & Exchanges,[zappy-finance],ZappyFi,[],1
827,Layer2 Finance,Ethereum,Yield,Asset Management,,layer2finance,,1
304,Flamingo Finance,NEO,Dexes,Trading & Exchanges,,FlamingoFinance,,1
1668,Milkydex,Milkomeda,Dexes,Trading & Exchanges,,milky_dex,[],1
1599,AAVE V3,Optimism,Lending,"Lending, Borrowing & Real World Assets",,AaveAave,[Chainlink],1
2221,Frax Ether,Ethereum,Liquid Staking,Asset Management,,fraxfinance,[],1
3325,Gambit Trade,zkSync Era,Derivatives,Trading & Exchanges,,Gambit_Trade,[Pyth],1
2046,BNPL Pay,Ethereum,Lending,"Lending, Borrowing & Real World Assets",,bnplpay,[],1
3565,Ball Exchange,Shibarium,Dexes,Trading & Exchanges,[ballExchange],Ball_Exchange,[],1
2858,GLIF,Filecoin,Liquid Staking,Asset Management,[glifio],glifio,[],1
3518,Messina Liquid Staking,Algorand,Liquid Staking,Asset Management,,MessinaOne,[],1
296,Zookeeper,Wanchain,Yield,Asset Management,[ZooFarming],ZooEcosystem,,1
1135,Meowswap,Binance,Yield,Asset Management,,meowswap,,1
507,DefiBox,EOS,Dexes,Trading & Exchanges,[DefiboxTeam],DefiboxOfficial,,1
1134,DuckyDeFi,Cronos,Dexes,Trading & Exchanges,,DuckyDeFi,,1
1064,Ideamarket,Arbitrum,Derivatives,Trading & Exchanges,,ideamarket_io,,1
1028,MM Finance Cronos,Cronos,Dexes,Trading & Exchanges,,MMFcrypto,,1
1527,Libero Financial,Binance,Yield,Asset Management,,LiberoFinancial,[],1
171,SynLev,Ethereum,Synthetics,Asset Management,[SynLev],,,1
3007,Uswap,Tron,Dexes,Trading & Exchanges,,UswapDEX,,1
3371,Locus Finance,Ethereum,Yield,Asset Management,,Locus_finance,"[Chainlink, TWAP]",1
477,SakePerp,Ethereum,Dexes,Trading & Exchanges,,Sake_Perp_Swap,,1
2569,Spice Finance,Ethereum,Yield Aggregator,Asset Management,,spice_finance,[],1
1725,Pegasus Finance,Optimism,Derivatives,Trading & Exchanges,,0xPegasusFi,[Internal],1
1041,Numbers Protocol,Ethereum,Services,"Infrastructure, Services & Financial Products",,numbersprotocol,,1
3280,ZKSwap (ZKSync),zkSync Era,Dexes,Trading & Exchanges,,ZKSpaceOfficial,[],1
2906,Joe V2.1,Avalanche,Dexes,Trading & Exchanges,,traderjoe_xyz,[],1
1285,Alphadex,Moonriver,Dexes,Trading & Exchanges,,thealphadex,,1
530,Avaware,Avalanche,Yield,Asset Management,,AvawareAVE,,1
1265,X,Ethereum,Services,"Infrastructure, Services & Financial Products",,Xdotxyz,,1
646,UniFi,Binance,Dexes,Trading & Exchanges,[unifiprotocol],unifiprotocol,,1
1360,Meld,Cardano,Lending,"Lending, Borrowing & Real World Assets",[MELD-labs],MELD_labs,,1
1544,Concentrator,Ethereum,Yield,Asset Management,[AladdinDAO],0xconcentrator,[],1
1412,Crema Finance,Solana,Dexes,Trading & Exchanges,,Crema_Finance,[],1
1458,Equilibrium Lending,Equilibrium,Lending,"Lending, Borrowing & Real World Assets",,EquilibriumDeFi,[],1
3039,tai.money,Ethereum,CDP,"Lending, Borrowing & Real World Assets",,taimoney6,[Chainlink],1
321,Ram Protocol,ThunderCore,Lending,"Lending, Borrowing & Real World Assets",,,,1
349,Injective Bridge,Ethereum,Bridge,Trading & Exchanges,,injective_,"[Chainlink, Band, DIA]",1
471,Complus Network,Avalanche,Dexes,Trading & Exchanges,[complusnetwork],complusnetwork,,1
2213,AUX Exchange,Aptos,Dexes,Trading & Exchanges,[aux-exchange],AuxExchange,[],1
2014,Ocean One,Mixin,Dexes,Trading & Exchanges,,Mixin_OceanOne,[],1
2343,Nitron,Carbon,CDP,"Lending, Borrowing & Real World Assets",,demexchange,[],1
1608,Kagla Finance,Astar,Dexes,Trading & Exchanges,[kagla-finance],kagla_fi,[],1
1192,PolkaEx,Ethereum,Dexes,Trading & Exchanges,[PolkaEX],PolkaExOfficial,,1
1043,SunflowerSwap,Ethereum,Farm,"Infrastructure, Services & Financial Products",,Sunflower_Swap,,1
2539,unshETH,Ethereum,Indexes,"Infrastructure, Services & Financial Products",,unsheth_xyz,[],1
3053,FluxBeam,Solana,Dexes,Trading & Exchanges,,FluxBeamDEX,[],1
798,Adena Finance,Harmony,Dexes,Trading & Exchanges,,adenafinance,,1
344,ZKSwap,Ethereum,Chain,"Infrastructure, Services & Financial Products",[l2labs],ZKSwapOfficial,,1
2880,ReactorFusion,zkSync Era,Lending,"Lending, Borrowing & Real World Assets",,ReactorFusionR,[Pyth],1
1697,Diffusion Finance,Evmos,Dexes,Trading & Exchanges,,diffusion_fi,[],1
307,Wault,Binance,Yield,Asset Management,[WaultFinance],Wault_Finance,,1
1622,VelasPad,Velas,Launchpad,"Infrastructure, Services & Financial Products",,VelasPad,[],1
3640,VoltageSwap,Scroll,Dexes,Trading & Exchanges,,VoltageSwap,[],1
881,SafeOHM,Binance,Reserve Currency,Asset Management,,Son_OHM,,1
1935,sKCS,KCC,Liquid Staking,Asset Management,,sKCS_io,[],1
3554,ApertureSwap,Manta,Dexes,Trading & Exchanges,,ApertureFinance,[],1
3526,RexDex,Wanchain,Dexes,Trading & Exchanges,,TheRexDex,[],1
750,Fractional Art,Ethereum,Indexes,"Infrastructure, Services & Financial Products",[fractional-company],fractional_art,,1
920,Raven,Fantom,Yield,Asset Management,,scarecrowdefi,,1
1191,Katana,Solana,Options Vault,Trading & Exchanges,,Katana_HQ,[Pyth],1
2219,Vendor V1,Arbitrum,Lending,"Lending, Borrowing & Real World Assets",,VendorFi,[Chainlink],1
2434,MYSO V1,Ethereum,Lending,"Lending, Borrowing & Real World Assets",,MysoFinance,[],1
2426,SugarSwap,Arbitrum,Dexes,Trading & Exchanges,,_SugarSwap,[],1
1184,CyberTime,Binance,Services,"Infrastructure, Services & Financial Products",,cybertime_eth,,1
890,Oh Finance,Ethereum,Yield,Asset Management,[OhFinance],OhFinanceDefi,,1
2890,Carbon Defi,Ethereum,Dexes,Trading & Exchanges,,carbondefixyz,[],1
1531,01,Solana,Dexes,Trading & Exchanges,,01_exchange,[Pyth],1
1972,Wolf Safe Poor People,Binance,Yield,Asset Management,,RoboWolf8,[],1
190,dHEDGE,Ethereum,Indexes,"Infrastructure, Services & Financial Products",[dhedge],dHedgeOrg,,1
2528,SolidLizard,Arbitrum,Dexes,Trading & Exchanges,,solidlizardfi,[],1
1211,ThorusFi,Avalanche,Dexes,Trading & Exchanges,,ThorusFi,,1
128,Hegic,Ethereum,Options,Trading & Exchanges,[hegic],HegicOptions,,1
3041,Houdini Swap,Ethereum,Dexes,Trading & Exchanges,,HoudiniSwap,,1
3397,Binary Swap,Op_Bnb,Dexes,Trading & Exchanges,,binaryswapio,[],1
2621,Sterling Finance,Arbitrum,Dexes,Trading & Exchanges,,Sterling_Fi,[],1
2252,Llamalend,Ethereum,NFT Lending,"Lending, Borrowing & Real World Assets",,llamalend,[Internal],1
2292,Cake DeFi,Ethereum,CEX,Trading & Exchanges,,cakedefi,,1
2782,Aktionariat,Ethereum,RWA,"Lending, Borrowing & Real World Assets",[aktionariat],aktionariat,[Chainlink],1
2392,Derify Protocol,Binance,Dexes,Trading & Exchanges,,DerifyProtocol,[],1
1567,LuckyChip,Binance,Prediction Market,"Infrastructure, Services & Financial Products",,LuckyChip_io,[Chainlink],1
153,CoFiX,Ethereum,Dexes,Trading & Exchanges,[Computable-Finance],CoFiXProtocol,[Nest],1
3211,Radiate Protocol,Arbitrum,Yield,Asset Management,,RadiateProtocol,[],1
2318,Stabl.fi V1,Polygon,Yield,Asset Management,,Stabl_Fi,[Chainlink],1
2805,stake.link index,Ethereum,Indexes,"Infrastructure, Services & Financial Products",,stakedotlink,[],1
616,Amy Finance,Arbitrum,Lending,"Lending, Borrowing & Real World Assets",,amyfinance,,1
2194,Beluga Protocol,Solana,Dexes,Trading & Exchanges,[belugaprotocol],Belugadex,[Pyth],1
529,ShadeCash,Fantom,Privacy,Privacy & Security,,ShadeCash_,,1
677,BorgSwap,Fantom,Yield,Asset Management,,BorgToken,,1
3398,v2swap,Op_Bnb,Dexes,Trading & Exchanges,,v2swapUNI,[],1
3654,VaporDex V2,Avalanche,Dexes,Trading & Exchanges,,VaporDex,[],1
2821,Hamburger Finance,Arbitrum,Dexes,Trading & Exchanges,,HamburgerDEX,[],1
2153,LUSD ChickenBonds,Ethereum,Yield Aggregator,Asset Management,,ChickenBonds,[],1
749,BenSwap,smartBCH,Dexes,Trading & Exchanges,,BenTokenFinanc1,,1
821,Undead Finance,Fantom,Yield,Asset Management,,FinanceUndead,,1
504,Mento,Celo,Algo-Stables,Asset Management,[mento-protocol],MentoLabs,[cLabs],1
2984,Stream Finance,Ethereum,RWA,"Lending, Borrowing & Real World Assets",,StreamDefi,[],1
1214,Karma DAO,Avalanche,Reserve Currency,Asset Management,,KarmaDAO_,,1
651,CHFRY Finance,Ethereum,Lending,"Lending, Borrowing & Real World Assets",,ChfryFinance,,1
